MOVIE,member_no,DEPARTMENT.y,gender,gender_count
Captain America: Civil War_(2016),71,Stunts_,Women,32
Captain America: Civil War_(2016),71,Thanks_,Men,27
Captain America: Civil War_(2016),71,Thanks_,Other,2
Captain America: Civil War_(2016),71,Thanks_,Women,4
Captain America: Civil War_(2016),71,Transportation Department_,Men,43
Captain America: Civil War_(2016),71,Transportation Department_,Other,2
Captain America: Civil War_(2016),71,Transportation Department_,Women,11
Captain America: Civil War_(2016),71,Visual Effects by_,Men,881
Captain America: Civil War_(2016),71,Visual Effects by_,Other,70
Captain America: Civil War_(2016),71,Visual Effects by_,Women,245
Captain America: Civil War_(2016),71,Writing Credits _,Men,6
Captain America: Civil War_(2016),2,Animation Department_,Men,21
Captain America: Civil War_(2016),2,Animation Department_,Other,4
Captain America: Civil War_(2016),2,Animation Department_,Women,7
Captain America: Civil War_(2016),2,Art Department_,Men,103
Captain America: Civil War_(2016),2,Art Department_,Other,1
Captain America: Civil War_(2016),2,Art Department_,Women,31
Captain America: Civil War_(2016),2,Art Direction by_,Men,4
Captain America: Civil War_(2016),2,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),2,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),2,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),2,Casting By_,Women,1
Captain America: Civil War_(2016),2,Casting Department_,Men,7
Captain America: Civil War_(2016),2,Casting Department_,Women,5
Captain America: Civil War_(2016),2,Cinematography by_,Men,1
Captain America: Civil War_(2016),2,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),2,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),2,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),2,Costume Design by_,Other,1
Captain America: Civil War_(2016),2,Directed by_,Men,2
Captain America: Civil War_(2016),2,Editorial Department_,Men,31
Captain America: Civil War_(2016),2,Editorial Department_,Other,2
Captain America: Civil War_(2016),2,Editorial Department_,Women,8
Captain America: Civil War_(2016),2,Film Editing by_,Men,2
Captain America: Civil War_(2016),2,Location Management_,Men,11
Captain America: Civil War_(2016),2,Location Management_,Women,3
Captain America: Civil War_(2016),2,Makeup Department_,Men,16
Captain America: Civil War_(2016),2,Makeup Department_,Other,2
Captain America: Civil War_(2016),2,Makeup Department_,Women,20
Captain America: Civil War_(2016),2,Music by_,Men,1
Captain America: Civil War_(2016),2,Music Department_,Men,38
Captain America: Civil War_(2016),2,Music Department_,Other,3
Captain America: Civil War_(2016),2,Music Department_,Women,11
Captain America: Civil War_(2016),2,Other crew_,Men,141
Captain America: Civil War_(2016),2,Other crew_,Other,12
Captain America: Civil War_(2016),2,Other crew_,Women,93
Captain America: Civil War_(2016),2,Produced by_,Men,11
Captain America: Civil War_(2016),2,Produced by_,Women,3
Captain America: Civil War_(2016),2,Production Design by_,Men,1
Captain America: Civil War_(2016),2,Production Management_,Men,9
Captain America: Civil War_(2016),2,Production Management_,Other,1
Captain America: Civil War_(2016),2,Production Management_,Women,5
Captain America: Civil War_(2016),2,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),2,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),2,Set Decoration by_,Men,1
Captain America: Civil War_(2016),2,Set Decoration by_,Women,1
Captain America: Civil War_(2016),2,Sound Department_,Men,48
Captain America: Civil War_(2016),2,Sound Department_,Women,8
Captain America: Civil War_(2016),2,Special Effects by_,Men,54
Captain America: Civil War_(2016),2,Special Effects by_,Other,1
Captain America: Civil War_(2016),2,Special Effects by_,Women,10
Captain America: Civil War_(2016),2,Stunts_,Men,159
Captain America: Civil War_(2016),2,Stunts_,Other,13
Captain America: Civil War_(2016),2,Stunts_,Women,32
Captain America: Civil War_(2016),2,Thanks_,Men,27
Captain America: Civil War_(2016),2,Thanks_,Other,2
Captain America: Civil War_(2016),2,Thanks_,Women,4
Captain America: Civil War_(2016),2,Transportation Department_,Men,43
Captain America: Civil War_(2016),2,Transportation Department_,Other,2
Captain America: Civil War_(2016),2,Transportation Department_,Women,11
Captain America: Civil War_(2016),2,Visual Effects by_,Men,881
Captain America: Civil War_(2016),2,Visual Effects by_,Other,70
Captain America: Civil War_(2016),2,Visual Effects by_,Women,245
Captain America: Civil War_(2016),2,Writing Credits _,Men,6
Captain America: Civil War_(2016),41,Animation Department_,Men,21
Captain America: Civil War_(2016),41,Animation Department_,Other,4
Captain America: Civil War_(2016),41,Animation Department_,Women,7
Captain America: Civil War_(2016),41,Art Department_,Men,103
Captain America: Civil War_(2016),41,Art Department_,Other,1
Captain America: Civil War_(2016),41,Art Department_,Women,31
Captain America: Civil War_(2016),41,Art Direction by_,Men,4
Captain America: Civil War_(2016),41,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),41,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),41,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),41,Casting By_,Women,1
Captain America: Civil War_(2016),41,Casting Department_,Men,7
Captain America: Civil War_(2016),41,Casting Department_,Women,5
Captain America: Civil War_(2016),41,Cinematography by_,Men,1
Captain America: Civil War_(2016),41,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),41,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),41,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),41,Costume Design by_,Other,1
Captain America: Civil War_(2016),41,Directed by_,Men,2
Captain America: Civil War_(2016),41,Editorial Department_,Men,31
Captain America: Civil War_(2016),41,Editorial Department_,Other,2
Captain America: Civil War_(2016),41,Editorial Department_,Women,8
Captain America: Civil War_(2016),41,Film Editing by_,Men,2
Captain America: Civil War_(2016),41,Location Management_,Men,11
Captain America: Civil War_(2016),41,Location Management_,Women,3
Captain America: Civil War_(2016),41,Makeup Department_,Men,16
Captain America: Civil War_(2016),41,Makeup Department_,Other,2
Captain America: Civil War_(2016),41,Makeup Department_,Women,20
Captain America: Civil War_(2016),41,Music by_,Men,1
Captain America: Civil War_(2016),41,Music Department_,Men,38
Captain America: Civil War_(2016),41,Music Department_,Other,3
Captain America: Civil War_(2016),41,Music Department_,Women,11
Captain America: Civil War_(2016),41,Other crew_,Men,141
Captain America: Civil War_(2016),41,Other crew_,Other,12
Captain America: Civil War_(2016),41,Other crew_,Women,93
Captain America: Civil War_(2016),41,Produced by_,Men,11
Captain America: Civil War_(2016),41,Produced by_,Women,3
Captain America: Civil War_(2016),41,Production Design by_,Men,1
Captain America: Civil War_(2016),41,Production Management_,Men,9
Captain America: Civil War_(2016),41,Production Management_,Other,1
Captain America: Civil War_(2016),41,Production Management_,Women,5
Captain America: Civil War_(2016),41,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),41,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),41,Set Decoration by_,Men,1
Captain America: Civil War_(2016),41,Set Decoration by_,Women,1
Captain America: Civil War_(2016),41,Sound Department_,Men,48
Captain America: Civil War_(2016),41,Sound Department_,Women,8
Captain America: Civil War_(2016),41,Special Effects by_,Men,54
Captain America: Civil War_(2016),41,Special Effects by_,Other,1
Captain America: Civil War_(2016),41,Special Effects by_,Women,10
Captain America: Civil War_(2016),41,Stunts_,Men,159
Captain America: Civil War_(2016),41,Stunts_,Other,13
Captain America: Civil War_(2016),41,Stunts_,Women,32
Captain America: Civil War_(2016),41,Thanks_,Men,27
Captain America: Civil War_(2016),41,Thanks_,Other,2
Captain America: Civil War_(2016),41,Thanks_,Women,4
Captain America: Civil War_(2016),41,Transportation Department_,Men,43
Captain America: Civil War_(2016),41,Transportation Department_,Other,2
Captain America: Civil War_(2016),41,Transportation Department_,Women,11
Captain America: Civil War_(2016),41,Visual Effects by_,Men,881
Captain America: Civil War_(2016),41,Visual Effects by_,Other,70
Captain America: Civil War_(2016),41,Visual Effects by_,Women,245
Captain America: Civil War_(2016),41,Writing Credits _,Men,6
Captain America: Civil War_(2016),14,Animation Department_,Men,21
Captain America: Civil War_(2016),14,Animation Department_,Other,4
Captain America: Civil War_(2016),14,Animation Department_,Women,7
Captain America: Civil War_(2016),14,Art Department_,Men,103
Captain America: Civil War_(2016),14,Art Department_,Other,1
Captain America: Civil War_(2016),14,Art Department_,Women,31
Captain America: Civil War_(2016),14,Art Direction by_,Men,4
Captain America: Civil War_(2016),14,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),14,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),14,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),14,Casting By_,Women,1
Captain America: Civil War_(2016),14,Casting Department_,Men,7
Captain America: Civil War_(2016),14,Casting Department_,Women,5
Captain America: Civil War_(2016),14,Cinematography by_,Men,1
Captain America: Civil War_(2016),14,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),14,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),14,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),14,Costume Design by_,Other,1
Captain America: Civil War_(2016),14,Directed by_,Men,2
Captain America: Civil War_(2016),14,Editorial Department_,Men,31
Captain America: Civil War_(2016),14,Editorial Department_,Other,2
Captain America: Civil War_(2016),14,Editorial Department_,Women,8
Captain America: Civil War_(2016),14,Film Editing by_,Men,2
Captain America: Civil War_(2016),14,Location Management_,Men,11
Captain America: Civil War_(2016),14,Location Management_,Women,3
Captain America: Civil War_(2016),14,Makeup Department_,Men,16
Captain America: Civil War_(2016),14,Makeup Department_,Other,2
Captain America: Civil War_(2016),14,Makeup Department_,Women,20
Captain America: Civil War_(2016),14,Music by_,Men,1
Captain America: Civil War_(2016),14,Music Department_,Men,38
Captain America: Civil War_(2016),14,Music Department_,Other,3
Captain America: Civil War_(2016),14,Music Department_,Women,11
Captain America: Civil War_(2016),14,Other crew_,Men,141
Captain America: Civil War_(2016),14,Other crew_,Other,12
Captain America: Civil War_(2016),14,Other crew_,Women,93
Captain America: Civil War_(2016),14,Produced by_,Men,11
Captain America: Civil War_(2016),14,Produced by_,Women,3
Captain America: Civil War_(2016),14,Production Design by_,Men,1
Captain America: Civil War_(2016),14,Production Management_,Men,9
Captain America: Civil War_(2016),14,Production Management_,Other,1
Captain America: Civil War_(2016),14,Production Management_,Women,5
Captain America: Civil War_(2016),14,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),14,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),14,Set Decoration by_,Men,1
Captain America: Civil War_(2016),14,Set Decoration by_,Women,1
Captain America: Civil War_(2016),14,Sound Department_,Men,48
Captain America: Civil War_(2016),14,Sound Department_,Women,8
Captain America: Civil War_(2016),14,Special Effects by_,Men,54
Captain America: Civil War_(2016),14,Special Effects by_,Other,1
Captain America: Civil War_(2016),14,Special Effects by_,Women,10
Captain America: Civil War_(2016),14,Stunts_,Men,159
Captain America: Civil War_(2016),14,Stunts_,Other,13
Captain America: Civil War_(2016),14,Stunts_,Women,32
Captain America: Civil War_(2016),14,Thanks_,Men,27
Captain America: Civil War_(2016),14,Thanks_,Other,2
Captain America: Civil War_(2016),14,Thanks_,Women,4
Captain America: Civil War_(2016),14,Transportation Department_,Men,43
Captain America: Civil War_(2016),14,Transportation Department_,Other,2
Captain America: Civil War_(2016),14,Transportation Department_,Women,11
Captain America: Civil War_(2016),14,Visual Effects by_,Men,881
Captain America: Civil War_(2016),14,Visual Effects by_,Other,70
Captain America: Civil War_(2016),14,Visual Effects by_,Women,245
Captain America: Civil War_(2016),14,Writing Credits _,Men,6
Captain America: Civil War_(2016),38,Animation Department_,Men,21
Captain America: Civil War_(2016),38,Animation Department_,Other,4
Captain America: Civil War_(2016),38,Animation Department_,Women,7
Captain America: Civil War_(2016),38,Art Department_,Men,103
Captain America: Civil War_(2016),38,Art Department_,Other,1
Captain America: Civil War_(2016),38,Art Department_,Women,31
Captain America: Civil War_(2016),38,Art Direction by_,Men,4
Captain America: Civil War_(2016),38,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),38,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),38,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),38,Casting By_,Women,1
Captain America: Civil War_(2016),38,Casting Department_,Men,7
Captain America: Civil War_(2016),38,Casting Department_,Women,5
Captain America: Civil War_(2016),38,Cinematography by_,Men,1
Captain America: Civil War_(2016),38,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),38,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),38,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),38,Costume Design by_,Other,1
Captain America: Civil War_(2016),38,Directed by_,Men,2
Captain America: Civil War_(2016),38,Editorial Department_,Men,31
Captain America: Civil War_(2016),38,Editorial Department_,Other,2
Captain America: Civil War_(2016),38,Editorial Department_,Women,8
Captain America: Civil War_(2016),38,Film Editing by_,Men,2
Captain America: Civil War_(2016),38,Location Management_,Men,11
Captain America: Civil War_(2016),38,Location Management_,Women,3
Captain America: Civil War_(2016),38,Makeup Department_,Men,16
Captain America: Civil War_(2016),38,Makeup Department_,Other,2
Captain America: Civil War_(2016),38,Makeup Department_,Women,20
Captain America: Civil War_(2016),38,Music by_,Men,1
Captain America: Civil War_(2016),38,Music Department_,Men,38
Captain America: Civil War_(2016),38,Music Department_,Other,3
Captain America: Civil War_(2016),38,Music Department_,Women,11
Captain America: Civil War_(2016),38,Other crew_,Men,141
Captain America: Civil War_(2016),38,Other crew_,Other,12
Captain America: Civil War_(2016),38,Other crew_,Women,93
Captain America: Civil War_(2016),38,Produced by_,Men,11
Captain America: Civil War_(2016),38,Produced by_,Women,3
Captain America: Civil War_(2016),38,Production Design by_,Men,1
Captain America: Civil War_(2016),38,Production Management_,Men,9
Captain America: Civil War_(2016),38,Production Management_,Other,1
Captain America: Civil War_(2016),38,Production Management_,Women,5
Captain America: Civil War_(2016),38,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),38,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),38,Set Decoration by_,Men,1
Captain America: Civil War_(2016),38,Set Decoration by_,Women,1
Captain America: Civil War_(2016),38,Sound Department_,Men,48
Captain America: Civil War_(2016),38,Sound Department_,Women,8
Captain America: Civil War_(2016),38,Special Effects by_,Men,54
Captain America: Civil War_(2016),38,Special Effects by_,Other,1
Captain America: Civil War_(2016),38,Special Effects by_,Women,10
Captain America: Civil War_(2016),38,Stunts_,Men,159
Captain America: Civil War_(2016),38,Stunts_,Other,13
Captain America: Civil War_(2016),38,Stunts_,Women,32
Captain America: Civil War_(2016),38,Thanks_,Men,27
Captain America: Civil War_(2016),38,Thanks_,Other,2
Captain America: Civil War_(2016),38,Thanks_,Women,4
Captain America: Civil War_(2016),38,Transportation Department_,Men,43
Captain America: Civil War_(2016),38,Transportation Department_,Other,2
Captain America: Civil War_(2016),38,Transportation Department_,Women,11
Captain America: Civil War_(2016),38,Visual Effects by_,Men,881
Captain America: Civil War_(2016),38,Visual Effects by_,Other,70
Captain America: Civil War_(2016),38,Visual Effects by_,Women,245
Captain America: Civil War_(2016),38,Writing Credits _,Men,6
Captain America: Civil War_(2016),52,Animation Department_,Men,21
Captain America: Civil War_(2016),52,Animation Department_,Other,4
Captain America: Civil War_(2016),52,Animation Department_,Women,7
Captain America: Civil War_(2016),52,Art Department_,Men,103
Captain America: Civil War_(2016),52,Art Department_,Other,1
Captain America: Civil War_(2016),52,Art Department_,Women,31
Captain America: Civil War_(2016),52,Art Direction by_,Men,4
Captain America: Civil War_(2016),52,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),52,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),52,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),52,Casting By_,Women,1
Captain America: Civil War_(2016),52,Casting Department_,Men,7
Captain America: Civil War_(2016),52,Casting Department_,Women,5
Captain America: Civil War_(2016),52,Cinematography by_,Men,1
Captain America: Civil War_(2016),52,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),52,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),52,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),52,Costume Design by_,Other,1
Captain America: Civil War_(2016),52,Directed by_,Men,2
Captain America: Civil War_(2016),52,Editorial Department_,Men,31
Captain America: Civil War_(2016),52,Editorial Department_,Other,2
Captain America: Civil War_(2016),52,Editorial Department_,Women,8
Captain America: Civil War_(2016),52,Film Editing by_,Men,2
Captain America: Civil War_(2016),52,Location Management_,Men,11
Captain America: Civil War_(2016),52,Location Management_,Women,3
Captain America: Civil War_(2016),52,Makeup Department_,Men,16
Captain America: Civil War_(2016),52,Makeup Department_,Other,2
Captain America: Civil War_(2016),52,Makeup Department_,Women,20
Captain America: Civil War_(2016),52,Music by_,Men,1
Captain America: Civil War_(2016),52,Music Department_,Men,38
Captain America: Civil War_(2016),52,Music Department_,Other,3
Captain America: Civil War_(2016),52,Music Department_,Women,11
Captain America: Civil War_(2016),52,Other crew_,Men,141
Captain America: Civil War_(2016),52,Other crew_,Other,12
Captain America: Civil War_(2016),52,Other crew_,Women,93
Captain America: Civil War_(2016),52,Produced by_,Men,11
Captain America: Civil War_(2016),52,Produced by_,Women,3
Captain America: Civil War_(2016),52,Production Design by_,Men,1
Captain America: Civil War_(2016),52,Production Management_,Men,9
Captain America: Civil War_(2016),52,Production Management_,Other,1
Captain America: Civil War_(2016),52,Production Management_,Women,5
Captain America: Civil War_(2016),52,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),52,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),52,Set Decoration by_,Men,1
Captain America: Civil War_(2016),52,Set Decoration by_,Women,1
Captain America: Civil War_(2016),52,Sound Department_,Men,48
Captain America: Civil War_(2016),52,Sound Department_,Women,8
Captain America: Civil War_(2016),52,Special Effects by_,Men,54
Captain America: Civil War_(2016),52,Special Effects by_,Other,1
Captain America: Civil War_(2016),52,Special Effects by_,Women,10
Captain America: Civil War_(2016),52,Stunts_,Men,159
Captain America: Civil War_(2016),52,Stunts_,Other,13
Captain America: Civil War_(2016),52,Stunts_,Women,32
Captain America: Civil War_(2016),52,Thanks_,Men,27
Captain America: Civil War_(2016),52,Thanks_,Other,2
Captain America: Civil War_(2016),52,Thanks_,Women,4
Captain America: Civil War_(2016),52,Transportation Department_,Men,43
Captain America: Civil War_(2016),52,Transportation Department_,Other,2
Captain America: Civil War_(2016),52,Transportation Department_,Women,11
Captain America: Civil War_(2016),52,Visual Effects by_,Men,881
Captain America: Civil War_(2016),52,Visual Effects by_,Other,70
Captain America: Civil War_(2016),52,Visual Effects by_,Women,245
Captain America: Civil War_(2016),52,Writing Credits _,Men,6
Captain America: Civil War_(2016),246,Animation Department_,Men,21
Captain America: Civil War_(2016),246,Animation Department_,Other,4
Captain America: Civil War_(2016),246,Animation Department_,Women,7
Captain America: Civil War_(2016),246,Art Department_,Men,103
Captain America: Civil War_(2016),246,Art Department_,Other,1
Captain America: Civil War_(2016),246,Art Department_,Women,31
Captain America: Civil War_(2016),246,Art Direction by_,Men,4
Captain America: Civil War_(2016),246,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),246,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),246,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),246,Casting By_,Women,1
Captain America: Civil War_(2016),246,Casting Department_,Men,7
Captain America: Civil War_(2016),246,Casting Department_,Women,5
Captain America: Civil War_(2016),246,Cinematography by_,Men,1
Captain America: Civil War_(2016),246,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),246,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),246,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),246,Costume Design by_,Other,1
Captain America: Civil War_(2016),246,Directed by_,Men,2
Captain America: Civil War_(2016),246,Editorial Department_,Men,31
Captain America: Civil War_(2016),246,Editorial Department_,Other,2
Captain America: Civil War_(2016),246,Editorial Department_,Women,8
Captain America: Civil War_(2016),246,Film Editing by_,Men,2
Captain America: Civil War_(2016),246,Location Management_,Men,11
Captain America: Civil War_(2016),246,Location Management_,Women,3
Captain America: Civil War_(2016),246,Makeup Department_,Men,16
Captain America: Civil War_(2016),246,Makeup Department_,Other,2
Captain America: Civil War_(2016),246,Makeup Department_,Women,20
Captain America: Civil War_(2016),246,Music by_,Men,1
Captain America: Civil War_(2016),246,Music Department_,Men,38
Captain America: Civil War_(2016),246,Music Department_,Other,3
Captain America: Civil War_(2016),246,Music Department_,Women,11
Captain America: Civil War_(2016),246,Other crew_,Men,141
Captain America: Civil War_(2016),246,Other crew_,Other,12
Captain America: Civil War_(2016),246,Other crew_,Women,93
Captain America: Civil War_(2016),246,Produced by_,Men,11
Captain America: Civil War_(2016),246,Produced by_,Women,3
Captain America: Civil War_(2016),246,Production Design by_,Men,1
Captain America: Civil War_(2016),246,Production Management_,Men,9
Captain America: Civil War_(2016),246,Production Management_,Other,1
Captain America: Civil War_(2016),246,Production Management_,Women,5
Captain America: Civil War_(2016),246,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),246,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),246,Set Decoration by_,Men,1
Captain America: Civil War_(2016),246,Set Decoration by_,Women,1
Captain America: Civil War_(2016),246,Sound Department_,Men,48
Captain America: Civil War_(2016),246,Sound Department_,Women,8
Captain America: Civil War_(2016),246,Special Effects by_,Men,54
Captain America: Civil War_(2016),246,Special Effects by_,Other,1
Captain America: Civil War_(2016),246,Special Effects by_,Women,10
Captain America: Civil War_(2016),246,Stunts_,Men,159
Captain America: Civil War_(2016),246,Stunts_,Other,13
Captain America: Civil War_(2016),246,Stunts_,Women,32
Captain America: Civil War_(2016),246,Thanks_,Men,27
Captain America: Civil War_(2016),246,Thanks_,Other,2
Captain America: Civil War_(2016),246,Thanks_,Women,4
Captain America: Civil War_(2016),246,Transportation Department_,Men,43
Captain America: Civil War_(2016),246,Transportation Department_,Other,2
Captain America: Civil War_(2016),246,Transportation Department_,Women,11
Captain America: Civil War_(2016),246,Visual Effects by_,Men,881
Captain America: Civil War_(2016),246,Visual Effects by_,Other,70
Captain America: Civil War_(2016),246,Visual Effects by_,Women,245
Captain America: Civil War_(2016),246,Writing Credits _,Men,6
Captain America: Civil War_(2016),15,Animation Department_,Men,21
Captain America: Civil War_(2016),15,Animation Department_,Other,4
Captain America: Civil War_(2016),15,Animation Department_,Women,7
Captain America: Civil War_(2016),15,Art Department_,Men,103
Captain America: Civil War_(2016),15,Art Department_,Other,1
Captain America: Civil War_(2016),15,Art Department_,Women,31
Captain America: Civil War_(2016),15,Art Direction by_,Men,4
Captain America: Civil War_(2016),15,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),15,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),15,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),15,Casting By_,Women,1
Captain America: Civil War_(2016),15,Casting Department_,Men,7
Captain America: Civil War_(2016),15,Casting Department_,Women,5
Captain America: Civil War_(2016),15,Cinematography by_,Men,1
Captain America: Civil War_(2016),15,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),15,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),15,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),15,Costume Design by_,Other,1
Captain America: Civil War_(2016),15,Directed by_,Men,2
Captain America: Civil War_(2016),15,Editorial Department_,Men,31
Captain America: Civil War_(2016),15,Editorial Department_,Other,2
Captain America: Civil War_(2016),15,Editorial Department_,Women,8
Captain America: Civil War_(2016),15,Film Editing by_,Men,2
Captain America: Civil War_(2016),15,Location Management_,Men,11
Captain America: Civil War_(2016),15,Location Management_,Women,3
Captain America: Civil War_(2016),15,Makeup Department_,Men,16
Captain America: Civil War_(2016),15,Makeup Department_,Other,2
Captain America: Civil War_(2016),15,Makeup Department_,Women,20
Captain America: Civil War_(2016),15,Music by_,Men,1
Captain America: Civil War_(2016),15,Music Department_,Men,38
Captain America: Civil War_(2016),15,Music Department_,Other,3
Captain America: Civil War_(2016),15,Music Department_,Women,11
Captain America: Civil War_(2016),15,Other crew_,Men,141
Captain America: Civil War_(2016),15,Other crew_,Other,12
Captain America: Civil War_(2016),15,Other crew_,Women,93
Captain America: Civil War_(2016),15,Produced by_,Men,11
Captain America: Civil War_(2016),15,Produced by_,Women,3
Captain America: Civil War_(2016),15,Production Design by_,Men,1
Captain America: Civil War_(2016),15,Production Management_,Men,9
Captain America: Civil War_(2016),15,Production Management_,Other,1
Captain America: Civil War_(2016),15,Production Management_,Women,5
Captain America: Civil War_(2016),15,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),15,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),15,Set Decoration by_,Men,1
Captain America: Civil War_(2016),15,Set Decoration by_,Women,1
Captain America: Civil War_(2016),15,Sound Department_,Men,48
Captain America: Civil War_(2016),15,Sound Department_,Women,8
Captain America: Civil War_(2016),15,Special Effects by_,Men,54
Captain America: Civil War_(2016),15,Special Effects by_,Other,1
Captain America: Civil War_(2016),15,Special Effects by_,Women,10
Captain America: Civil War_(2016),15,Stunts_,Men,159
Captain America: Civil War_(2016),15,Stunts_,Other,13
Captain America: Civil War_(2016),15,Stunts_,Women,32
Captain America: Civil War_(2016),15,Thanks_,Men,27
Captain America: Civil War_(2016),15,Thanks_,Other,2
Captain America: Civil War_(2016),15,Thanks_,Women,4
Captain America: Civil War_(2016),15,Transportation Department_,Men,43
Captain America: Civil War_(2016),15,Transportation Department_,Other,2
Captain America: Civil War_(2016),15,Transportation Department_,Women,11
Captain America: Civil War_(2016),15,Visual Effects by_,Men,881
Captain America: Civil War_(2016),15,Visual Effects by_,Other,70
Captain America: Civil War_(2016),15,Visual Effects by_,Women,245
Captain America: Civil War_(2016),15,Writing Credits _,Men,6
Captain America: Civil War_(2016),27,Animation Department_,Men,21
Captain America: Civil War_(2016),27,Animation Department_,Other,4
Captain America: Civil War_(2016),27,Animation Department_,Women,7
Captain America: Civil War_(2016),27,Art Department_,Men,103
Captain America: Civil War_(2016),27,Art Department_,Other,1
Captain America: Civil War_(2016),27,Art Department_,Women,31
Captain America: Civil War_(2016),27,Art Direction by_,Men,4
Captain America: Civil War_(2016),27,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),27,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),27,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),27,Casting By_,Women,1
Captain America: Civil War_(2016),27,Casting Department_,Men,7
Captain America: Civil War_(2016),27,Casting Department_,Women,5
Captain America: Civil War_(2016),27,Cinematography by_,Men,1
Captain America: Civil War_(2016),27,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),27,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),27,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),27,Costume Design by_,Other,1
Captain America: Civil War_(2016),27,Directed by_,Men,2
Captain America: Civil War_(2016),27,Editorial Department_,Men,31
Captain America: Civil War_(2016),27,Editorial Department_,Other,2
Captain America: Civil War_(2016),27,Editorial Department_,Women,8
Captain America: Civil War_(2016),27,Film Editing by_,Men,2
Captain America: Civil War_(2016),27,Location Management_,Men,11
Captain America: Civil War_(2016),27,Location Management_,Women,3
Captain America: Civil War_(2016),27,Makeup Department_,Men,16
Captain America: Civil War_(2016),27,Makeup Department_,Other,2
Captain America: Civil War_(2016),27,Makeup Department_,Women,20
Captain America: Civil War_(2016),27,Music by_,Men,1
Captain America: Civil War_(2016),27,Music Department_,Men,38
Captain America: Civil War_(2016),27,Music Department_,Other,3
